Name,Price,Vin Number,Vehicle Summary,Top features & Specs
2016 Chevrolet Trax,"$17,990",3GNCJNSB2GL222680,"31,124 miles, automatic transmission, all wheel drive, 138 horsepower, gas engine, 24 city / 31 hwy, 5 Seats","ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Alarm System, Backup Camera, Bluetooth Wireless, Cruise Control, Daytime Running Lights, Dual Air Bags, F&R Head Curtain Air Bags, Keyless Entry, Knee Air Bags, MyLink, OnStar, Power Door Locks, Power Seat, Power Steering, Power Windows, Premium Sound, Rollover Protection"
2013 Chevrolet Silverado 1500,"$30,499",3GCPKTE71DG236349,"63,466 miles, automatic transmission, four wheel drive, 315 horsepower, flex-fuel (FFV) engine, 15 city / 21 hwy, 5'9” bed length, 5 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Entry, Remote Start, Steering Wheel Controls, Premium Sound System, No pressure, Rear Parking Sensors, Heated Mirrors, Trailer Hitch"
2020 Ford Edge,"$26,590",2FMPK3J92LBA17484,"52,226 miles, automatic transmission, front wheel drive, 250 horsepower, gas engine, 21 city / 29 hwy, 5 Seats","Heated Seats, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Fog Lights"
2017 Chevrolet Malibu,"$19,590",1G1ZE5ST6HF228423,"53,131 miles, automatic transmission, front wheel drive, 160 horsepower, gas engine, 27 city / 36 hwy, 5 Seats","Keyless Entry, Navigation System, Power Trunk Release, Tilt & Telescoping Wheel, Bluetooth Wireless"
2015 Dodge Charger,"$24,499",2C3CDXHGXFH908069,"30,137 miles, automatic transmission, rear wheel drive, 300 horsepower, gas engine, 19 city / 31 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Entry, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights"
2018 Chevrolet Malibu,"$20,499",1G1ZF5SU1JF287245,"60,544 miles, direct drive transmission, front wheel drive, 49 city / 43 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Wireless Phone Charger, Blind Spot Monitor, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2021 Lexus NX 300,"$40,990",JTJDARBZ5M2180565,"6,384 miles, automatic transmission, front wheel drive, 235 horsepower, gas engine, 22 city / 28 hwy, 5 Seats","Dynamic Radar Cruise Control, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Monitor, Lane Departure Alert, Stability Control, Fog Lights"
2018 Hyundai Santa Fe Sport,"$20,499",5NMZT3LB1JH063980,"60,040 miles, automatic transmission, front wheel drive, 185 horsepower, gas engine, 21 city / 27 hwy, 5 Seats","Power Doors, Power Liftgate, Remote Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, LED Headlight Accents, Trailer Wiring"
2018 Toyota C-HR,"$21,990",NMTKHMBX6JR018227,"69,473 miles, automatic transmission, front wheel drive, 144 horsepower, gas engine, 27 city / 31 hwy, 5 Seats",
2020 Mercedes-Benz A-Class,"$39,990",W1K3G4FB7LW047736,"7,770 miles, automated manual transmission, all wheel drive, 188 horsepower, gas engine, 24 city / 34 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Program, LED Headlamps"
,,,,
2018 Volkswagen Atlas,"$34,590",1V2ER2CA6JC552290,"33,175 miles, automatic transmission, front wheel drive, 276 horsepower, gas engine, 18 city / 25 hwy, 7 Seats","Adaptive Cruise Control, Heated Seats, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Monitor, Electronic Stability Control, LED Headlamps"
2018 GMC Terrain,"$26,990",3GKALTEV8JL182864,"24,227 miles, automatic transmission, all wheel drive, 170 horsepower, gas engine, 24 city / 28 hwy, 5 Seats","Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, HID Headlamps"
2019 Jeep Cherokee,"$26,990",1C4PJLDB1KD325678,"26,783 miles, automatic transmission, front wheel drive, 180 horsepower, gas engine, 22 city / 31 hwy, 5 Seats",
2020 Kia Sorento,"$26,990",5XYPG4A30LG712193,"28,330 miles, automatic transmission, front wheel drive, 185 horsepower, gas engine, 22 city / 29 hwy, 7 Seats",
2016 Honda Civic,"$18,990",19XFC2E53GE054072,"56,380 miles, manual transmission, front wheel drive, 158 horsepower, gas engine, 27 city / 40 hwy, 5 Seats","Keyless Entry, Bluetooth Wireless"
2015 Toyota RAV4,"$20,499",JTMBFREV1FJ032779,"75,314 miles, automatic transmission, all wheel drive, 176 horsepower, gas engine, 22 city / 29 hwy, 5 Seats","Remote Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, No pressure, Rear-View Camera, Stability Control"
2011 Lexus LX 570,"$36,499",JTJHY7AX1B4082751,"97,632 miles, automatic transmission, four wheel drive, 383 horsepower, gas engine, 12 city / 18 hwy, 8 Seats","Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Ignition, Navigation System, Remote Start, Steering Wheel Controls, Mark Levinson Sound System, Rear Seat Entertainment, Rear-View Camera, Tire Pressure Monitoring System, Fog Lights"
2020 Chevrolet Malibu,"$22,499",1G1ZD5STXLF038295,"53,726 miles, automatic transmission, front wheel drive, 160 horsepower, gas engine, 29 city / 36 hwy, 5 Seats","Keyless Open  front doors, Android Auto, Apple CarPlay, Audio  phone, turbo DOHC"
2020 Ford Escape,"$24,999",1FMCU9H66LUB10235,"48,502 miles, automatic transmission, all wheel drive, 180 horsepower, gas engine, 26 city / 31 hwy, 5 Seats","Remote start, Seat w/memory, 2 smart-charging USB ports, Android Auto compatibility, Apple CarPlay, Halogen Auto High-Beam, Roof Rack Rails Only"
2019 Toyota Tundra,"$48,499",5TFDW5F14KX786361,"14,392 miles, automatic transmission, four wheel drive, 381 horsepower, flex-fuel (FFV) engine, 13 city / 17 hwy, 5'7” bed length, 5 Seats","Adaptive Cruise Control, Navigation System, Remote Keyless Entry, Premium Sound System, Smart Device Integration, Collision Warning System, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, Halogen Fog Lights, Heated Mirrors, Trailer Brake Controller"
2017 Jeep Wrangler,"$35,999",1C4BJWEG6HL686926,"64,119 miles, automatic transmission, four wheel drive, 16 city / 21 hwy, 5 Seats","Auto Climate Control, Heated Seats, Remote Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Trailer Wiring"
2018 Toyota Tundra,"$48,999",5TFAY5F13JX773600,"14,382 miles, automatic transmission, four wheel drive, 381 horsepower, gas engine, 13 city / 17 hwy, 5'7” bed length, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Navigation System, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Aux Audio Adapter, Handsfree/Bluetooth Integration, Subwoofer, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Trailer Brake Controller, Turn Signal Mirrors"
2019 Chevrolet Camaro,"$45,990",1G1FH1R78K0112212,"3,804 miles, automatic transmission, rear wheel drive, 16 city / 24 hwy, 4 Seats",
2017 Chevrolet Camaro,"$28,499",1G1FB1RS3H0185406,"20,844 miles, automatic transmission, rear wheel drive, 335 horsepower, gas engine, 22 city / 31 hwy, 4 Seats","Auto Climate Control, Keyless Entry, Remote Start, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, No pressure, Rear-View Camera, Stability Control, LED Lights"
2020 Chevrolet Equinox,"$24,999",2GNAXUEV1L6128164,"53,980 miles, automatic transmission, all wheel drive, 170 horsepower, gas engine, 25 city / 30 hwy, 5 Seats","extended range Remote Keyless Entry, Power driver lumbar, telescoping| Steering wheel, 2  with auxiliary input jack, Android Auto capable., Apple CarPlay, area| Bluetooth, AWD, color| Headlamps, Turbo DOHC"
2019 Chevrolet Trax,"$21,990",KL7CJLSB8KB828716,"22,107 miles, automatic transmission, front wheel drive, 138 horsepower, gas engine, 25 city / 33 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless"
2018 Chevrolet Silverado 1500,"$37,499",3GCUKREC8JG389681,"87,172 miles, automatic transmission, four wheel drive, 355 horsepower, gas engine, 17 city / 22 hwy, 5'9” bed length, 6 Seats","Auto Climate Control, Dual-Zone Climate Control, Navigation System, Remote Keyless Entry, Steering Wheel Controls, Smart Device Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Trailer Wiring"
2021 Chevrolet Tahoe,"$72,499",1GNSKPKD0MR290860,"3,128 miles, automatic transmission, four wheel drive, 355 horsepower, flex-fuel (FFV) engine, 16 city / 20 hwy, 7 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Power Liftgate, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Wireless Phone Charger, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails"
2017 Audi Q7,"$43,499",WA1VAAF72HD016745,"48,952 miles, automatic transmission, all wheel drive, 333 horsepower, gas engine, 19 city / 25 hwy, 7 Seats","Adaptive Cruise Control, Heated Steering Wheel, Navigation System, Power Liftgate, Rain-Sensing Wipers, Rear Heated Seats, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Smart Device Integration, Blind Spot Monitor, Head-Up Display, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2015 Chevrolet Corvette,"$73,990",1G1YN2D6XF5606599,"6,428 miles, manual transmission, rear wheel drive, 650 horsepower, gas engine, 15 city / 22 hwy, 2 Seats","Heated Seats, Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Active Stability Control, Head-Up Display, HID Headlamps"
2018 Chevrolet Cruze,"$21,590",3G1BE6SM1JS651458,"12,128 miles, automatic transmission, front wheel drive, 153 horsepower, gas engine, 29 city / 38 hwy, 5 Seats","Heated Seats, Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Fog Lights"
2017 Ford Taurus,"$30,990",1FAHP2KT3HG142868,"26,208 miles, automatic transmission, all wheel drive, 16 city / 24 hwy, 5 Seats","Adaptive Cruise Control, Keyless Start, Navigation System, Tilt & Telescoping Wheel, Bluetooth Wireless, Lane Departure Warning, HID Headlamps"
2014 Hyundai Genesis,"$20,990",KMHGC4DDXEU262274,"54,130 miles, automatic transmission, rear wheel drive, 333 horsepower, gas engine, 18 city / 27 hwy, 5 Seats","Adaptive Cruise Control, Heated Seats, Keyless Start, Navigation System, Bluetooth Wireless, Lexicon Premium Sound, Electronic Stability Control, F&R Parking Sensors, HID Headlamps, Premium Wheels"
2021 Nissan Titan,"$48,990",1N6AA1EDXMN503592,"1,629 miles, automatic transmission, four wheel drive, 400 horsepower, gas engine, 15 city / 21 hwy, 5'7” bed length, 5 Seats","Heated Seats, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Monitor, Lane Departure Warning System, Parking Sensors"
2018 Buick Encore,"$19,990",KL4CJASB4JB533225,"41,071 miles, automatic transmission, front wheel drive, 138 horsepower, gas engine, 25 city / 33 hwy, 5 Seats","Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless"
2018 Jeep Grand Cherokee,"$39,999",1C4RJFLG4JC304092,"46,212 miles, automatic transmission, four wheel drive, 18 city / 25 hwy, 5 Seats","Adaptive Cruise Control, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Rear Heated Seats, Steering Wheel Controls, Android Auto, Apple Carplay, Subwoofer, Blind Spot Monitor, Collision Warning System, Front Parking Sensors, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, LED Fog Lights, Roof Rails"
2018 Honda Odyssey,"$37,499",5FNRL6H97JB110566,"42,342 miles, automatic transmission, front wheel drive, 280 horsepower, gas engine, 19 city / 28 hwy, 8 Seats","Adaptive Cruise Control, Heated Seats, Heated Steering Wheel, Navigation System, Power Liftgate, Rain-Sensing Wipers, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Turn Signal Mirrors"
2019 Chevrolet Spark,"$16,990",KL8CB6SA4KC749815,"22,106 miles, automatic transmission, front wheel drive, 98 horsepower, gas engine, 30 city / 38 hwy, 4 Seats","ABS (4-Wheel), AM/FM Radio, Air Conditioning, Backup Camera, Bluetooth Wireless, Daytime Running Lights, Dual Air Bags, F&R Head Curtain Air Bags, F&R Side Air Bags, Hill Start Assist Control, Knee Air Bags, Power Steering, StabiliTrak, Steel Wheels, Tilt Wheel, Traction Control"
2020 Land Rover Discovery,"$45,999",SALRG2RV1L2424043,"26,390 miles, automatic transmission, four wheel drive, 340 horsepower, gas engine, 16 city / 21 hwy, 5 Seats","CommandShift Sequential Shift Control w/Steering Wheel Controls, Brake Assist, Heated Auto Dimming Side Mirrors w/Power Folding"
2018 Ford Fusion,"$22,499",3FA6P0H77JR175814,"20,400 miles, automatic transmission, front wheel drive, 21 city / 32 hwy, 5 Seats","6-way power passenger seat, Cruise Control w/Steering Wheel, AdvanceTrac Electronic Stability Control, Brake Assist, ESC| Tire Specific Low Tire Pressure, Halogen Daytime Running Lights"
2016 Ford Focus ST,"$24,990",1FADP3L93GL335681,"39,444 miles, manual transmission, front wheel drive, 252 horsepower, gas engine, 22 city / 31 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Fog Lights"
2020 Honda Pilot,"$39,990",5FNYF6H5XLB026700,"9,650 miles, automatic transmission, all wheel drive, 280 horsepower, gas engine, 18 city / 26 hwy, 8 Seats","Adaptive Cruise Control, Heated Seats, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Lane Departure Warning System, Stability Control, LED Headlamps"
2019 Toyota Highlander,"$40,590",5TDJZRFH7KS567544,"15,519 miles, automatic transmission, all wheel drive, 295 horsepower, gas engine, 20 city / 26 hwy, 7 Seats","Heated Seats, Navigation System, Power Liftgate Release, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Monitor, Lane Departure Alert, Stability Control, Fog Lights"
2018 Volkswagen Jetta,"$19,990",3VWDB7AJ1JM233151,"16,982 miles, automatic transmission, front wheel drive, 150 horsepower, gas engine, 28 city / 38 hwy, 5 Seats","Heated Seats, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Control, Fog Lights"
2011 BMW M3,"$37,990",WBSDX9C52BE584280,"33,075 miles, manual transmission, rear wheel drive, 13 city / 20 hwy, 4 Seats","Heated Seats, Keyless Entry, Navigation System, Bluetooth Wireless, Stability Control, HID Headlamps, Premium Wheels"
2015 INFINITI Q60 Coupe,"$23,990",JN1CV6EK3FM870390,"51,844 miles, automatic transmission, rear wheel drive, 19 city / 27 hwy","Heated Seats, Keyless Start, Tilt & Telescoping Wheel, Bluetooth Wireless, HID Xenon Headlamps"
2016 Toyota Highlander,"$31,499",5TDDKRFH7GS343165,"59,962 miles, automatic transmission, all wheel drive, 270 horsepower, gas engine, 18 city / 24 hwy, 7 Seats","Auto Climate Control, Heated Seats, Navigation System, Power Liftgate, Seat Memory, Steering Wheel Controls, Three-Zone Climate Control, Smart Device Integration, Blind Spot Monitor, No pressure, Rear Parking Sensors, Rear-View Camera, Stability Control, Automatic Headlights, Heated Mirrors, Roof Rails"
2017 Jeep Wrangler,"$37,999",1C4BJWEG5HL630363,"40,220 miles, automatic transmission, four wheel drive, 16 city / 21 hwy, 5 Seats","Heated Seats, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, Subwoofer, Collision Warning System, Stability Control, Tire Pressure Monitoring System, Fog Lights"
2017 Kia Optima Hybrid,"$20,999",KNAGU4LE9H5016128,"47,940 miles, automatic transmission, front wheel drive, 192 horsepower, hybrid engine, 39 city / 46 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Ignition, Navigation System, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Harman/Kardon Sound System, Smart Device Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Turn Signal Mirrors"
2016 Ford Mustang,"$32,590",1FA6P8CF1G5264464,"47,419 miles, automatic transmission, rear wheel drive, 15 city / 25 hwy, 4 Seats","Keyless Start, Tilt & Telescoping Wheel, HID Headlamps"
2016 Ford Escape,"$20,999",1FMCU9J9XGUC36317,"58,916 miles, automatic transmission, all wheel drive, 240 horsepower, gas engine, 22 city / 29 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Power Liftgate, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Fog Lights, Heated Mirrors, Roof Rails, Trailer Hitch, Turn Signal Mirrors"
2020 Chevrolet Silverado 1500,"$53,499",3GCPYFED4LG294508,"14,439 miles, automatic transmission, four wheel drive, 355 horsepower, gas engine, 16 city / 21 hwy, 5'10” bed length, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Subwoofer, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Trailer Brake Controller"
